,name,sqft,sqm,psf,location,amenities,amenities_count,price
251,Shophouse in D'leedon,1206,112.04,2487,Holland (D10),"['Air conditioning', 'Cctv', 'Car park', '24 hr access']",4,2999000
252,Office in Icon @ Changi,441,40.97,1769,Paya Lebar (D14),"['Bath room', '24 hr access', 'Pantry', 'Car park']",4,780000
253,Retail in City Plaza,366,34,5191,Paya Lebar (D14),[],0,1900000
254,Retail in Peninsula Plaza,484,44.97,3719,Clarke Quay (D6),"['Air conditioning', 'Car park']",2,1800000
255,Retail in Peninsula Plaza,366,34,5055,Clarke Quay (D6),"['Loading bay', 'Air conditioning', 'Column free', 'Car park']",4,1850000
256,Retail in Furama City Centre Singapore,205,19.05,2829,Marina (D1),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,580000
257,Retail in City Gate,450,41.81,3556,Rochor (D7),"['Air conditioning', 'Cctv']",2,1600000
258,Factory in Pantech Business Hub,3143,291.99,917,Clementi (D5),"['Grease trap', 'Water trap', 'Column free', '24 hr access']",4,2881793
259,Retail in One Dusun Residences,215,19.97,6977,Toa Payoh (D12),['Air conditioning'],1,1500000
260,Office in WIS @ Changi,494,45.89,1883,Paya Lebar (D14),['Air conditioning'],1,930000
261,Retail in Hexacube,420,39.02,3571,Paya Lebar (D14),['Air conditioning'],1,1500000
262,Factory in Westlink Two,2368,219.99,317,Tuas (D22),"['Column free', 'Bath room', 'Cctv', 'Car park']",4,750000
263,Retail in Hexacube,743,69.03,3812,Paya Lebar (D14),"['Column free', 'Grease trap', '24 hr access', 'Large floor plate', 'Air conditioning', 'Water trap', 'Kitchen']",7,2832000
264,Office in WIS @ Changi,818,75.99,1834,Paya Lebar (D14),[],0,1500000
265,Office in Centrium Square,614,57.04,2749,Serangoon Rd (D8),['Bath room'],1,1688000
266,Factory in Pioneer Lot,11001,"1,022.03",127,Tuas (D22),[],0,1400000
267,Shophouse in Frankel Estate,4099,380.81,1464,Marine Parade (D15),"['Air conditioning', '24 hr access', 'Kitchen']",3,6000000
268,General Industrial in CT Hub,869,80.73,955,Toa Payoh (D12),"['Loading bay', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,830000
269,Factory in North Spring Bizhub,11916,"1,107.03",504,Yishun (D27),"['Bath room', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Large floor plate', 'Water trap']",8,6000000
270,Shophouse in 7 North Bridge Road,301,27.96,1787,Rochor (D7),[],0,538000
271,Retail in Peninsula Plaza,398,36.98,2889,Clarke Quay (D6),[],0,1150000
272,Retail in The Midtown,785,72.93,3312,Sengkang (D19),['Grease trap'],1,2600000
273,Office in Woods Square,560,52.03,1786,Woodlands (D25),"['Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Security access', 'Air conditioning']",7,1000000
274,Retail in Far Horizon Garden,624,57.97,1923,Thomson (D20),[],0,1200000
275,Retail in One Dusun Residences,215,19.97,3953,Toa Payoh (D12),"['Air conditioning', 'Water trap', 'Security access', '24 hr access', 'Car park']",5,850000
276,Retail in Orchard Road,44315,"4,117",9026,River Valley (D9),['24 hr access'],1,400000000
277,Retail in Newest,678,62.99,5383,Clementi (D5),"['Loading bay', 'Handicap friendly', 'Column free', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Dual telecom risers']",8,3650000
278,Factory in T99,8310,772.02,193,Tuas (D22),[],0,1600000
279,Office in Goldhill Plaza,1152,107.02,3038,Novena (D11),"['Bath room', 'Column free', 'Car park', 'Meeting rooms', 'Air conditioning', 'Water trap', 'Kitchen']",7,3500000
280,Retail in Hexacube,453,42.09,4194,Paya Lebar (D14),[],0,1900000
281,General Industrial in T99,7664,712.01,200,Tuas (D22),"['Loading bay', 'Column free', '24 hr access', 'Large floor plate', 'Car park']",5,1530000
282,General Industrial in West Star,2152,199.93,244,Tuas (D22),[],0,525000
283,General Industrial in Link @ AMK,2153,200.02,478,Thomson (D20),"['Loading bay', 'Column free', 'Bath room', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",8,1030000
284,Factory in E9 Premium,2992,277.97,384,Yishun (D27),[],0,1150000
285,Shophouse in Geylang Conservation Area,2300,213.68,2043,Paya Lebar (D14),"['Loading bay', 'Cctv', 'Bath room', 'Pantry', 'Car park', '24 hr access']",6,4700000
286,Office in Woods Square,1044,96.99,1133,Woodlands (D25),[],0,1183060
287,Showroom in Tagore 8,2702,251.02,629,Upper Thomson (D26),"['Bath room', 'Security access', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Loading bay']",7,1698888
288,General Industrial in Henderson Industrial Park,4844,450.02,846,Commonwealth (D3),"['Bath room', 'Column free', 'Large floor plate', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Server room']",8,4100000
289,Factory in UB. One,1302,120.96,576,Paya Lebar (D14),[],0,750000
290,Factory in Oxley Bizhub,1012,94.02,642,Paya Lebar (D14),[],0,650000
291,Factory in Novelty Bizcentre,1863,173.08,879,Potong Pasir (D13),[],0,1638000
292,Factory in Ubi Techpark,3426,318.29,496,Paya Lebar (D14),[],0,1700000
293,Factory in Link @ AMK,4306,400.04,488,Thomson (D20),[],0,2100000
294,Factory in Vertex,7007,650.97,450,Paya Lebar (D14),[],0,3150000
295,Retail in Centropod @ Changi,183,17,2732,Paya Lebar (D14),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,500000
296,Retail in Bukit Timah Shopping Centre,398,36.98,5777,Upper Bukit Timah (D21),['Air conditioning'],1,2299413
297,Retail in Orchard Road,44315,"4,117",9703,River Valley (D9),"['Air conditioning', '24 hr access', 'Large floor plate']",3,430000000
298,Office in Havelock2,506,47.01,2767,Marina (D1),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1400000
299,Office in Woods Square,560,52.03,1902,Woodlands (D25),"['Chilled water supply', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Large floor plate', 'Turnstile', 'Air conditioning']",8,1065010
300,Factory in Genting Road,16000,"1,486.45",1063,Potong Pasir (D13),"['Loading bay', '24 hr access', 'Car park']",3,17000000
301,Retail in City Gate,549,51,3279,Rochor (D7),[],0,1800000
302,Retail in Katong Shopping Centre,323,30.01,4489,Marine Parade (D15),[],0,1450000
303,Factory in North Spring Bizhub,1593,147.99,432,Yishun (D27),[],0,688000
304,Factory in Enterprise Hub,3358,311.97,256,Tuas (D22),[],0,860000
305,Warehouse in Tuas Cove Industrial Centre,9289,862.98,161,Tuas (D22),"['Bath room', 'Cctv', 'Loading bay', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning']",7,1500000
306,Retail in 431 Clementi Avenue 3,2497,231.98,1161,Clementi (D5),[],0,2900000
307,Factory in Pioneer Junction,1507,140,239,Tuas (D22),[],0,360000
308,Office in One North Bridge / High Street Centre,635,58.99,2047,Clarke Quay (D6),[],0,1300000
309,Retail in Centropod @ Changi,183,17,2596,Paya Lebar (D14),[],0,475000
310,Industrial Office in Mega @ Woodlands,3411,316.89,374,Woodlands (D25),[],0,1276000
311,Retail in Fu Lu Shou Complex,1389,129.04,1800,Rochor (D7),[],0,2500000
312,General Industrial in Bizhub28,1970,183.02,726,Paya Lebar (D14),[],0,1430000
313,Retail in Sim Lim Square,2756,256.04,13062,Rochor (D7),[],0,36000000
314,Retail in Boon Lay Shopping Centre,600,55.74,4667,Tuas (D22),[],0,2800000
315,Shophouse in Amoy Street,900,83.61,12,Marina (D1),[],0,10800
316,Office in Suntec City Towers,11840,"1,099.97",0,Marina (D1),[],0,3700
317,Shophouse in Blangah View,1442,133.97,1040,Telok Blangah (D4),[],0,1500000
318,Industrial Office in Premier @ Kaki Bukit,1098,102.01,592,Paya Lebar (D14),"['Loading bay', 'Security access', 'Reception services', 'Bath room', 'Car park', '24 hr access', 'Water trap']",7,650000
319,Factory in Kewalram House,2282,212,504,Commonwealth (D3),[],0,1150000
320,Factory in Eunos Techpark,2271,210.98,430,Paya Lebar (D14),[],0,976530
321,Retail in Yio Chu Kang Green,1592,147.9,1319,Thomson (D20),[],0,2099729
322,Retail in Teck Ghee Square,1442,133.97,1657,Thomson (D20),[],0,2388729
323,Factory in Ark @ Gambas,1604,149.02,436,Yishun (D27),[],0,700000
324,Retail in Cuppage Plaza,333,30.94,1802,River Valley (D9),[],0,600000
325,Retail in Orchard Plaza,180,16.72,3889,River Valley (D9),[],0,700000
326,General Industrial in Nordcom Two,1668,154.96,314,Yishun (D27),[],0,524000
327,Office in Woods Square,560,52.03,1884,Woodlands (D25),[],0,1055000
328,Retail in 183 Longhaus,732,68,4040,Thomson (D20),"['Air conditioning', 'Car park']",2,2957580
329,Shophouse in Plus,581,53.98,3402,Marina (D1),['Cctv'],1,1976796
330,Retail in The Flow,775,72,2530,Marine Parade (D15),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,1961000
331,Retail in Trio,280,26.01,3625,Serangoon Rd (D8),"['Security access', 'Air conditioning', 'Cctv']",3,1015000
332,Retail in Tripleone Somerset,614,57.04,2564,River Valley (D9),"['Air conditioning', 'Cctv', 'Car park']",3,1574595
333,General Industrial in Novelty Techpoint,3003,278.99,658,Sengkang (D19),"['Loading bay', 'Cctv', '24 hr access', 'Car park']",4,1974899
334,General Industrial in CT FoodChain,3520,327.02,694,Clementi (D5),"['24 hr access', 'Car park']",2,2442491
335,Retail in City Gate,506,47.01,2817,Rochor (D7),"['Reception services', 'Cctv', 'Car park']",3,1425280
336,Retail in Hexacube,560,52.03,2671,Paya Lebar (D14),"['Cctv', 'Air conditioning', 'Security access']",3,1496000
337,Office in Woods Square,721,66.98,2028,Woodlands (D25),"['Bath room', 'Security access', 'Broadband', 'Cctv', '24 hr access', 'Air conditioning']",6,1462000
338,Factory in Premier @ Kaki Bukit,1502,139.54,586,Paya Lebar (D14),[],0,880000
339,Factory in T-Space,2196,204.01,387,Tampines (D18),['Air conditioning'],1,850000
340,General Industrial in Space 21,2433,226.03,820,Paya Lebar (D14),"['Loading bay', 'Security access', '24 hr access', 'Car park']",4,1995000
341,Office in Singapore Business Federation Center,1097,101.91,4558,Marina (D1),[],0,5000000
342,Retail in Orchard Plaza,441,40.97,10204,River Valley (D9),[],0,4500000
343,Industrial Office in CT Hub 2,969,90.02,1022,Toa Payoh (D12),[],0,990000
344,Retail in Far East Plaza,409,38,8802,River Valley (D9),[],0,3600000
345,Retail in Orchard Plaza,258,23.97,10078,River Valley (D9),[],0,2600000
346,Retail in Lucky Plaza,442,41.06,10181,River Valley (D9),[],0,4500000
347,Retail in Orchard Plaza,226,21,7080,River Valley (D9),[],0,1600000
348,Retail in Orchard Plaza,183,17,10929,River Valley (D9),[],0,2000000
349,Warehouse in Midview City,1357,126.07,958,Thomson (D20),[],0,1300000
350,Retail in Orchard Plaza,226,21,7080,River Valley (D9),[],0,1600000
351,Retail in Orchard Plaza,183,17,10929,River Valley (D9),[],0,2000000
352,Warehouse in Midview City,1357,126.07,958,Thomson (D20),[],0,1300000
353,Shophouse in 443 Clementi Avenue 3,1625,150.97,4246,Clementi (D5),['24 hr access'],1,6900000
354,Shophouse in 481 Tampines Street 44,1797,166.95,1669,Tampines (D18),['Air conditioning'],1,3000000
355,Shophouse in 465 North Bridge Road,300,27.87,1800,Rochor (D7),['24 hr access'],1,540000
356,Retail in The Midtown,495,45.99,5414,Sengkang (D19),['Air conditioning'],1,2680000
357,Factory in Proxima@Gambas,1797,166.95,250,Yishun (D27),[],0,450000
358,Shophouse in Kreta Ayer Conservation Area,2400,222.97,13333,Marina (D1),[],0,32000000
359,Warehouse in Admiralty Industrial Park,1227,113.99,473,Yishun (D27),[],0,580000
360,Retail in Siglap V,1281,119.01,5059,Marine Parade (D15),"['Air conditioning', '24 hr access', 'Car park']",3,6480000
361,Retail in Siglap V,2088,193.98,6552,Marine Parade (D15),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,13680000
362,Office in Oxley Tower,1141,106,3505,Marina (D1),"['Cctv', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning', 'Kitchen']",6,3999000
363,Factory in Enterprise Hub,4101,381,239,Tuas (D22),['Large floor plate'],1,980000
364,Factory in CT FoodChain,3186,295.99,904,Clementi (D5),"['Air conditioning', 'Security access']",2,2880000
365,Retail in People's Park Centre,450,41.81,6000,Marina (D1),"['Air conditioning', '24 hr access']",2,2700000
366,Retail in Lucky Plaza,450,41.81,11067,River Valley (D9),"['Air conditioning', 'Cctv', 'Car park']",3,4980000
367,Shophouse in The Beo Crescent,1500,139.35,1787,Commonwealth (D3),"['Air conditioning', 'Bath room', '24 hr access', 'Pantry', 'Car park']",5,2680000
368,Retail in Tyrwhitt 139,340,31.59,4853,Serangoon Rd (D8),[],0,1650000
369,Factory in Multi-Wide Industrial Building,990,91.97,646,Woodlands (D25),"['Bath room', 'Loading bay', '24 hr access']",3,640000
370,Retail in City Plaza,484,44.97,2583,Paya Lebar (D14),"['Column free', 'Cctv', 'Car park']",3,1250000
371,Retail in Lucky Plaza,450,41.81,5556,River Valley (D9),"['Cctv', 'Videoconferencing']",2,2500000
372,Retail in Queensway Tower,150,13.94,5667,,"['Air conditioning', '24 hr access']",2,850000
373,Retail in Icon @ Pasir Panjang,420,39.02,4286,Clementi (D5),[],0,1800000
374,Office in Woods Square,980,91.04,2487,Woodlands (D25),"['Air conditioning', 'Water trap', 'Column free', 'Car park', 'Pantry']",5,2437236
375,Office in Woods Square,657,61.04,1954,Woodlands (D25),"['Air conditioning', 'Car park', 'Meeting rooms']",3,1283658
376,General Industrial in M-Space,1205,111.95,803,Woodlands (D25),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,968000
377,Office in Oxley Tower,1163,108.05,3100,Marina (D1),"['Air conditioning', 'Meeting rooms', 'Cctv', '24 hr access', 'Car park']",5,3605300
378,Office in Suntec City Towers,6183,574.42,2898,Marina (D1),[],0,17918000
379,Warehouse in Oxley Bizhub,1894,175.96,628,Paya Lebar (D14),[],0,1190000
380,Office in 261 Waterloo Street,861,79.99,1452,Rochor (D7),[],0,1250000
381,Shophouse in Serangoon Garden Estate,2120,196.95,1745,Sengkang (D19),"['24 hr access', 'Car park']",2,3700000
382,Office in Suntec City Towers,11840,"1,099.97",3675,Marina (D1),['Car park'],1,43512000
383,Office in Suntec City Towers,10097,938.04,3650,Marina (D1),"['Air conditioning', '24 hr access']",2,36854000
384,Office in Oxley Bizhub 2,1969,182.93,559,Paya Lebar (D14),"['Air conditioning', 'Car park']",2,1100000
385,Retail in Junction Nine,205,19.05,4634,Yishun (D27),"['Air conditioning', 'Car park']",2,950000
386,Factory in Biztech Centre,1162,107.95,1248,Paya Lebar (D14),[],0,1450000
387,Retail in Queensway Shopping Centre/Queensway Tower,451,41.9,2772,Commonwealth (D3),['Air conditioning'],1,1250000
388,Shophouse in 848 Sims Avenue,1865,173.26,960,Paya Lebar (D14),[],0,1790000
389,Shophouse in 510 Bedok North Street 3,1452,134.9,1164,Upper East Coast (D16),['Air conditioning'],1,1690000
390,Shophouse in Toa Payoh Court,1400,130.06,1064,Toa Payoh (D12),[],0,1490000
391,Factory in Wcega Tower,969,90.02,506,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,490000
392,Retail in Parklane Shopping Mall,1431,132.94,2306,Rochor (D7),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,3300000
393,Office in Suntec City Towers,3638,337.98,3436,Marina (D1),"['Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Server room', 'Meeting rooms', 'Air conditioning']",8,12500000
394,Shophouse in Kreta Ayer Conservation Area,8100,752.51,4321,Marina (D1),[],0,35000000
395,Factory in CT Hub,1046,97.18,1099,Toa Payoh (D12),"['Security access', 'Air conditioning', 'Loading bay', 'Bath room', 'Pantry']",5,1150000
396,Shophouse in 13 New Bridge Road,3119,289.76,1603,Marina (D1),[],0,5000000
397,Retail in Havelock2,258,23.97,3876,Marina (D1),['24 hr access'],1,1000000
398,Office in The Central,861,79.99,2764,Marina (D1),"['Air conditioning', '24 hr access', 'Kitchen']",3,2380000
399,Factory in CT FoodChain,3143,291.99,917,Clementi (D5),['24 hr access'],1,2881793
400,Factory in 7 Mandai Estate,4,0.37,649000,Woodlands (D25),['Car park'],1,2596000
401,Factory in North Spring Bizhub,1625,150.97,566,Yishun (D27),"['Loading bay', 'Bath room']",2,920000
402,Retail in Oxley Tower,194,18.02,4479,Marina (D1),[],0,869000
403,Factory in North Spring Bizhub,3583,332.87,1027,Yishun (D27),[],0,3680000
404,Retail in Sim Lim Square,344,31.96,5523,Rochor (D7),[],0,1900000
405,Retail in Oxley Tower,312,28.99,9615,Marina (D1),"['Air conditioning', 'Car park']",2,3000000
406,Retail in Katong Shopping Centre,206,19.14,4369,Marine Parade (D15),['Air conditioning'],1,900000
407,Factory in 7 Third Lok Yang Road,44681,"4,151",157,Tuas (D22),"['Bath room', 'Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Large floor plate', 'Meeting rooms']",8,6998888
408,Office in Eon Shenton,1765,163.97,2992,Tanjong Pagar (D2),[],0,5280000
409,Retail in Singapore Business Federation Center,700,65.03,3000,Marina (D1),"['Air conditioning', '24 hr access', 'Car park']",3,2100000
410,Office in Sim Lim Tower,8374,777.97,2091,Serangoon Rd (D8),"['Loading bay', 'Broadband', 'Reception services', 'Cctv', 'Pantry', '24 hr access', 'Videoconferencing', 'Meeting rooms']",8,17508888
411,Office in The Central,603,56.02,2751,Marina (D1),"['Loading bay', 'Secretarial services', 'Reception services', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms']",8,1658888
412,Retail in Bras Basah Complex,524,48.68,2443,Rochor (D7),[],0,1280000
413,Factory in Ark @ Gambas,1604,149.02,436,Yishun (D27),[],0,700000
414,Shophouse in Race Course Road/Owen Road Conservation Area,1726,160.35,2897,Serangoon Rd (D8),[],0,5000000
415,Factory in West Star,2152,199.93,244,Tuas (D22),[],0,525000
416,Retail in East Village,108,10.03,5916,Upper East Coast (D16),"['Air conditioning', 'Column free']",2,638888
417,Factory in CT FoodChain,3186,295.99,925,Clementi (D5),"['Air conditioning', 'Security access']",2,2946700
418,General Industrial in Apex @ Henderson,3057,284,847,Commonwealth (D3),"['Handicap friendly', 'Column free', 'Own chiller plant', 'Pantry', '24 hr access', 'Air conditioning', 'Isdn', 'Bath room']",8,2588888
419,Office in Arc 380,700,65.03,2543,Serangoon Rd (D8),[],0,1780000
420,Factory in Tag A,2573,239.04,680,Upper Thomson (D26),[],0,1750000
421,Shophouse in Bukit Pasoh Conservation Area,2400,222.97,4958,Tanjong Pagar (D2),"['Air conditioning', '24 hr access', 'Pantry', 'Meeting rooms']",4,11900000
422,Shophouse in 63 Neil Road,8000,743.22,4125,Tanjong Pagar (D2),"['Air conditioning', '24 hr access', 'Pantry']",3,33000000
423,Retail in HDB-Bukit Merah,1600,148.64,1188,Telok Blangah (D4),"['Air conditioning', 'Car park', 'Kitchen']",3,1900000
424,Shophouse in 7 North Bridge Road,570,52.95,3246,Rochor (D7),"['Bath room', 'Car park', '24 hr access']",3,1850000
425,Warehouse in Apex @ Henderson,2723,252.97,1021,Commonwealth (D3),"['Air conditioning', 'Car park', 'Meeting rooms']",3,2780000
426,General Industrial in UB. One,1679,155.98,596,Paya Lebar (D14),[],0,999999
427,Factory in T99,7846,728.92,268,Tuas (D22),"['Bath room', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",6,2100000
